"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"DS_SITUACAO_JULGAMENTO_URNA";"DS_SIT_TOT_TURNO";"TOTAL_VOTOS";"RECEITA_TOTAL";"TIPO_RECEITA";"BENS_TOTAL"
250002146933;"REGINA MARIANO";"#NULO";"AVANTE";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";"NÃO ELEITO";25;10000;"FUNDO ESPECIAL";NA
250002146889;"RAMIRO DE SOUSA MARINHO";"#NULO";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"NUTRICIONISTA E ASSEMELHADOS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";510;7000;"FUNDO ESPECIAL";NA
250002146928;"VIVIAN FLORIANO DE MORAES";"#NULO";"AVANTE";"FEMININO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"PRETA";"AGENTE ADMINISTRATIVO";"#NE";"S";"DEFERIDO";"NÃO ELEITO";209;10000;"FUNDO ESPECIAL";NA
250002146902;"LUIS CARLOS DOS SANTOS SILVA";"#NULO";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";575;34500;"FUNDO ESPECIAL, OUTROS RECURSOS";50237
250002146930;"ANDREA DE PAULA SANTOS";"#NULO";"AVANTE";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";374;19000;"FUNDO ESPECIAL, OUTROS RECURSOS";31333
250002174680;"NESTOR DE SOUZA GOIABEIRA FILHO";"#NULO";"PP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";"SUPLENTE";516;NA;NA;1e+05
250002379010;"CHRISTIANO BONIFAZIO";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";288;0;"#NULO";105657,29
250002174687;"MARCIA DE CASTRO MARECO";"#NULO";"PP";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"PROFESSOR DE ENSINO MÉDIO";"#NE";"N";"DEFERIDO";"SUPLENTE";508;0;"#NULO";NA
250002174688;"FABIO ANTÔNIO MARQUES";"#NULO";"PP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";556;NA;NA;167900
250002174689;"JOSIANE RIBEIRO MENDONÇA";"#NULO";"PP";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ODONTÓLOGO";"#NE";"N";"DEFERIDO";"SUPLENTE";130;2000;"FUNDO ESPECIAL";368012,37
250002079325;"MARIA DE JESUS RODRIGUES SORIANO";"#NULO";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"SUPLENTE";430;6423,03;"OUTROS RECURSOS, FUNDO ESPECIAL";920
250002079302;"STEFANO PORTO PERES";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PRODUTOR AGROPECUÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";219;3050;"OUTROS RECURSOS";48427,87
250002079347;"HUGO DANTAS DA SILVA";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL CIVIL";"#NE";"N";"DEFERIDO";"SUPLENTE";567;6334,9;"FUNDO ESPECIAL, OUTROS RECURSOS";503000
250002079327;"MARCOS EDUARDO RUI COSTA";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PUBLICITÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";1415;70;"OUTROS RECURSOS";1076000
250002079301;"LEANDRO ISAIAS MOFSOVICH";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";1390;65773,26;"OUTROS RECURSOS, FUNDO ESPECIAL";2214503,4
250001977581;"FABRICIA METNE";"#NULO";"REPUBLICANOS";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"SUPLENTE";177;62084;"FUNDO ESPECIAL, OUTROS RECURSOS";6911
250001977595;"ANDERSON DOS ANJOS OLIVEIRA";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";1279;69271;"OUTROS RECURSOS, FUNDO ESPECIAL";18000
250001977563;"MARIA NILZA FERREIRA ALVES";"#NULO";"REPUBLICANOS";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"COMERCIANTE";"#NE";"N";"DEFERIDO";"SUPLENTE";608;67545;"FUNDO ESPECIAL, OUTROS RECURSOS";125774,43
250001977575;"RENATO DALEFFI MARQUES";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"SERVIDOR PÚBLICO ESTADUAL";"#NE";"N";"DEFERIDO";"SUPLENTE";1799;115810;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250001977606;"MARLENE GONÇALVES COSTA DE ALCANTARA";"#NULO";"REPUBLICANOS";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"CABELEIREIRO E BARBEIRO";"#NE";"N";"DEFERIDO";"SUPLENTE";297;73195;"FUNDO ESPECIAL, OUTROS RECURSOS";426000
250001977574;"SHIRLEY PALADY CAMBUR";"#NULO";"REPUBLICANOS";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";"SUPLENTE";445;67109;"FUNDO ESPECIAL, OUTROS RECURSOS";328000
250001977565;"ALESSANDRO LUIZ OLIVEIRA AZZONI";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"SUPLENTE";736;65754;"FUNDO ESPECIAL, OUTROS RECURSOS";270320,38
250002357423;"EDEVALDO DA HORA DOS SANTOS";"#NULO";"DC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";92;6820,65;"FUNDO ESPECIAL";NA
250002357428;"MARIA DO CARMO ROCHA MENDOZA";"#NULO";"DC";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"#NE";"N";"DEFERIDO";"NÃO ELEITO";138;6820,65;"FUNDO ESPECIAL";NA
250002357412;"MARIA CELESTE JUSTA";"#NULO";"DC";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"#NE";"N";"DEFERIDO";"NÃO ELEITO";98;6820,65;"FUNDO ESPECIAL";130200
250002075141;"JULIANY DE SOUSA REIS";"#NULO";"PRD";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";358;50000;"FUNDO ESPECIAL";330000
250002075126;"BRUNO HENRIQUE DIAS";"#NULO";"PRD";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA";"#NE";"N";"DEFERIDO";"NÃO ELEITO";354;20000;"FUNDO ESPECIAL";42000
250002075150;"MADALENA DE LAURA PEREIRA";"#NULO";"PRD";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";"NÃO ELEITO";96;30000;"FUNDO ESPECIAL";NA
250002075158;"ANDRÉ HENRIQUE BUENO DE OLIVEIRA";"#NULO";"PRD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"MOTOBOY";"#NE";"N";"DEFERIDO";"NÃO ELEITO";174;15000;"FUNDO ESPECIAL";230000
250002075134;"JEAN PIERRE CARDENAS DE LA TORRE";"#NULO";"PRD";"MASCULINO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";403;20000;"FUNDO ESPECIAL";72688
250002075140;"JOSE ALCY PINHEIRO SUBRINHO";"#NULO";"PRD";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";667;40000;"FUNDO ESPECIAL";1309976,6
250002075127;"ELIS REGINA VIEIRA RUANO";"#NULO";"PRD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"GERENTE";"#NE";"N";"DEFERIDO";"NÃO ELEITO";496;110000;"FUNDO ESPECIAL";129252,5
250002075169;"EDEN DOS SANTOS COSTA";"#NULO";"PRD";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"ADVOGADO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";61;20350;"OUTROS RECURSOS, FUNDO ESPECIAL";18000
250002075132;"SEBASTIAO RAIMUNDO DE OLIVEIRA";"#NULO";"PRD";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL";"#NE";"N";"DEFERIDO";"NÃO ELEITO";1210;60000;"FUNDO ESPECIAL";281336,64
250002075168;"CARLOS ALBERTO FABRINI";"#NULO";"PRD";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";2071;80000;"FUNDO ESPECIAL";NA
250002181676;"DANIELA DA SILVA BRAGA";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";295;0;"#NULO";NA
250002181673;"RONALDO MIGUEL GAMA";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";32;0;"#NULO";994500
250002377227;"CLELIA DA COSTA MONTEIRO";"#NULO";"PSDB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";70;NA;NA;NA
250002181679;"GUILHERME KOPKE BRITO";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";1990;194500;"OUTROS RECURSOS, FUNDO ESPECIAL";1300000
250002181650;"MARCO AURELIO DE LIMA KUROVSKI";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";300;20952,54;"FUNDO ESPECIAL, OUTROS RECURSOS, FUNDO PARTIDARIO";141000
250002181675;"VANESSA ORSINI";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";119;5000;"FUNDO ESPECIAL";NA
250002181683;"FRANKLIN KILBERT KARBSTEIN";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";359;10427,8;"OUTROS RECURSOS, FUNDO ESPECIAL";110000
250002181662;"JOSE VALENTIM HENRIQUEZ JUNIOR";"#NULO";"PSDB";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";619;11500;"OUTROS RECURSOS, FUNDO ESPECIAL";50000
250001973485;"ELIETE FRANCISCO DOS SANTOS";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";339;40000;"FUNDO ESPECIAL";520000
250001973492;"LUIZ JACINTO NEPOMUCENO NETO";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";6100;502485;"FUNDO ESPECIAL, OUTROS RECURSOS";534574,57
250001973480;"SILAS BISPO QUIVEN";"#NULO";"PL";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";236;65000;"FUNDO ESPECIAL";6,39
250001973468;"PAULO ROBERTO AMARAL VIEIRA";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";1509;250000;"FUNDO ESPECIAL";370917,94
250001973498;"LAYANE SANTIAGO MOURA DE SOUSA";"#NULO";"PL";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"#NE";"N";"DEFERIDO";"SUPLENTE";501;85000;"FUNDO ESPECIAL";NA
250001973469;"IOLANDA REGINA ALVES FRONTEROTTA";"#NULO";"PL";"FEMININO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";292;95000;"FUNDO ESPECIAL";1318,69
250001973494;"SALOMÃO PEREIRA DA SILVA";"#NULO";"PL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"TAXISTA";"#NE";"N";"DEFERIDO";"SUPLENTE";2846;1e+05;"FUNDO ESPECIAL";484067,22
250001973520;"SONAIRA FERNANDES DE SANTANA SOUZA";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"VEREADOR";"#NE";"S";"DEFERIDO";"ELEITO POR QP";33957;1771285;"FUNDO ESPECIAL, OUTROS RECURSOS";396072,55
250001973486;"SANDRA REGINA CARBONE TADEU MUDALEN";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MÉDICO";"#NE";"S";"DEFERIDO";"ELEITO POR QP";74511;1593501,32;"OUTROS RECURSOS, FUNDO ESPECIAL";3466170,2
250002052110;"RAFAEL PACHECO ALQUEZAR";"#NULO";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";1939;53700;"OUTROS RECURSOS, FUNDO ESPECIAL";NA
250002052133;"ANDRE RICARDO DE SOUZA";"#NULO";"REDE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"TAXISTA";"#NE";"N";"DEFERIDO";"SUPLENTE";410;23867,92;"FUNDO ESPECIAL";10000
250002052121;"SIMONE FERREIRA NASCIMENTO";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";"SUPLENTE";10434;345295,49;"OUTROS RECURSOS, FUNDO ESPECIAL, FUNDO PARTIDARIO";20000
250002052135;"PATRICIA NUNES SILVA";"#NULO";"REDE";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";2749;86332,81;"FUNDO ESPECIAL, OUTROS RECURSOS";248929
250002052098;"JOSÉ AGRIPINO DA SILVA";"#NULO";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";1013;32516,36;"OUTROS RECURSOS, FUNDO ESPECIAL";NA
250002018908;"EDINALDO ANTÔNIO DO CARMO";"#NULO";"MOBILIZA";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";227;2142,5;"OUTROS RECURSOS";NA
250002018913;"ELIZANGELA MOREIRA SOARES DE SOUZA";"#NULO";"MOBILIZA";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"GARI OU LIXEIRO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";89;0;"#NULO";NA
250002018934;"LEANDRO QUEIROZ LOURENÇO";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";154;0;"#NULO";25000
250002170979;"WILLIAM OLIVA DA SILVA";"#NULO";"PRTB";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";"NÃO ELEITO";2704;33904,52;"FUNDO ESPECIAL, OUTROS RECURSOS";90000
250002170973;"MARCOS RODRIGUES";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";"NÃO ELEITO";491;10197,95;"FUNDO ESPECIAL";NA
250002171011;"WILSON GRASSI JUNIOR";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"VETERINÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";2777;211063,44;"FUNDO ESPECIAL, OUTROS RECURSOS";24620000
250002029383;"EVERALDO MOREIRA";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"BOMBEIRO CIVIL";"#NE";"N";"DEFERIDO";"NÃO ELEITO";211;40327,67;"FUNDO PARTIDARIO, FUNDO ESPECIAL";22000
250002029381;"SÉRGIO NUNES SALMENTRO";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"VIÚVO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";"NÃO ELEITO";737;34466,83;"FUNDO PARTIDARIO, FUNDO ESPECIAL";8e+05
250002029367;"JAILSON TORRES MACARIO";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";483;17444,82;"FUNDO PARTIDARIO";NA
250002029375;"MARCO BATISTA DE OLIVEIRA";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";"NÃO ELEITO";843;29768,83;"FUNDO PARTIDARIO, FUNDO ESPECIAL";96000
250002029404;"VITÓRIA MARIANO DA SILVA SOUZA";"#NULO";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";71;39765,59;"FUNDO PARTIDARIO, FUNDO ESPECIAL";3e+05
250001913937;"MARIA DA NATIVIDADE PEREIRA LIMA";"#NULO";"PT";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";882;79057,19;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250001913939;"SANDRO ROGERIUS BARBOSA";"#NULO";"PT";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PARDA";"MÚSICO";"#NE";"N";"DEFERIDO";"SUPLENTE";3985;452365,87;"FUNDO ESPECIAL";NA
250001913963;"DHEISON RENAN SILVA";"#NULO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"RELAÇÕES-PÚBLICAS";"#NE";"N";"DEFERIDO";"ELEITO POR QP";30575;1105382,87;"FUNDO ESPECIAL, OUTROS RECURSOS";401726,13
250001913970;"CLAUDETE ALVES DA SILVA";"#NULO";"PT";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"SERVIDOR PÚBLICO MUNICIPAL";"#NE";"N";"DEFERIDO";"SUPLENTE";15676;631445,87;"FUNDO ESPECIAL, OUTROS RECURSOS";439296,37
250001913969;"CÉLIA APARECIDA ASSUMPÇÃO";"#NULO";"PT";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";4332;235161,48;"OUTROS RECURSOS, FUNDO ESPECIAL";113542,8
250001913936;"CLAUDIA VISONI";"#NULO";"PV";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";"SUPLENTE";6006;457479,15;"OUTROS RECURSOS, FUNDO ESPECIAL";7423878,63
250002161321;"MATEUS SERAPHIM CAMARINHA";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";"SUPLENTE";295;89375;"FUNDO ESPECIAL, OUTROS RECURSOS";1533333,33
250002161328;"ANTONIO CARLOS RAGO CANO";"#NULO";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";"SUPLENTE";1149;89375;"FUNDO ESPECIAL, OUTROS RECURSOS";236730,33
250002161314;"ELIANA FAZANNI";"#NULO";"PSD";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";"SUPLENTE";156;89375;"FUNDO ESPECIAL, OUTROS RECURSOS";4e+05
250002161326;"THAMMY BRITO DE MIRANDA E SILVA";"#NULO";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"#NE";"S";"DEFERIDO";"ELEITO POR MÉDIA";50234;966154,06;"FUNDO ESPECIAL, OUTROS RECURSOS";5556860,56
250002161317;"MIRTES GONÇALVES QUEIROZ";"#NULO";"PSD";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";"SUPLENTE";230;109375;"OUTROS RECURSOS, FUNDO ESPECIAL";NA
250002173926;"BIANCA JULIANA RODRIGUES DOS SANTOS";"#NULO";"PDT";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";"NÃO ELEITO";95;50000;"FUNDO ESPECIAL";448019,58
250002173929;"ANDERSON CLAYTON SOARES MIYATA";"#NULO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";"NÃO ELEITO";162;10150;"FUNDO ESPECIAL, OUTROS RECURSOS";108980
250002173936;"ANDRÉ LUIS DE MORAES";"#NULO";"PDT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";146;10000;"FUNDO ESPECIAL";4500
250002173944;"DOMENICO CARONE";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";508;60000;"FUNDO ESPECIAL, OUTROS RECURSOS";115000
250002173945;"SILVIO DA SILVA SANTOS";"#NULO";"PDT";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PRETA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";277;10000;"FUNDO ESPECIAL";NA
250002173958;"MARILENE ADELIA DOS SANTOS SILVA";"#NULO";"PDT";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"PROFESSOR DE ENSINO FUNDAMENTAL";"#NE";"N";"DEFERIDO";"NÃO ELEITO";851;86666,65;"FUNDO ESPECIAL";80817,8
250002173943;"ROBINSON FARINAZZO CASAL";"#NULO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"MILITAR REFORMADO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";3790;270695,54;"FUNDO ESPECIAL, OUTROS RECURSOS";1148208,45
250002173927;"LUCIANA ALMEIDA DIAS SAMPAIO";"#NULO";"PDT";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PRETA";"DONA DE CASA";"#NE";"N";"DEFERIDO";"NÃO ELEITO";536;50000;"FUNDO ESPECIAL";NA
250002173931;"WESLEY SILVESTRE ROSA";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"DIRETOR DE EMPRESAS";"#NE";"N";"DEFERIDO";"NÃO ELEITO";2925;169746,66;"FUNDO ESPECIAL, OUTROS RECURSOS";NA
250002173951;"CHRISTIAN LISBOA FABALET";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";1015;50000;"FUNDO ESPECIAL";262500
250002173938;"VIVIANE NOGUEIRA DE MORAES DANIELESKI";"#NULO";"PDT";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"ADVOGADO";"#NE";"N";"DEFERIDO";"NÃO ELEITO";493;80000;"FUNDO ESPECIAL";170268,62
250002173946;"JUAN DAMACENA BARBOSA";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"MOTOBOY";"#NE";"N";"DEFERIDO";"NÃO ELEITO";348;15000;"FUNDO ESPECIAL";16500
